GPU Utilization Monitor - Press Ctrl+C to stop
============================================================
Time     GPU%   Mem Used   Mem Total  Temp   Power   
  3722.8    1.0        843       8192   44.0     67.8
  3724.5    2.0        843       8192   44.0     67.7
  3726.3    1.0        843       8192   44.0     67.8
  3728.1    2.0        843       8192   44.0     67.8
  3729.8    1.0        843       8192   44.0     67.8
  3731.5    0.0        843       8192   44.0     67.9
  3733.8    3.0        843       8192   44.0     68.0
  3735.5    3.0        843       8192   44.0     68.0
  3737.3    1.0        843       8192   44.0     67.9
  3739.1    0.0        843       8192   44.0     67.8
  3740.9    1.0        843       8192   44.0     67.8
  3742.6    2.0        843       8192   44.0     67.8
  3744.4    1.0        843       8192   44.0     68.1
  3746.2    3.0        843       8192   44.0     68.0
  3748.1    1.0        842       8192   44.0     67.7
  3749.9    4.0        842       8192   44.0     68.0
  3751.6    4.0        842       8192   44.0     67.7
  3753.4    2.0        842       8192   44.0     67.7
  3755.2    5.0        842       8192   44.0     68.0
  3756.9    2.0        842       8192   44.0     68.0
  3758.6    2.0        842       8192   44.0     67.9
  3760.4    0.0        842       8192   44.0     67.7
  3762.2    0.0        842       8192   44.0     67.6
  3764.0    3.0        842       8192   44.0     67.6
  3765.7    1.0        842       8192   44.0     67.5
  3767.4    1.0        842       8192   44.0     67.5
  3769.2    2.0        842       8192   44.0     67.3
  3770.9    1.0        842       8192   44.0     67.3
  3772.6    2.0        842       8192   44.0     67.4
  3774.4    2.0        842       8192   44.0     67.4
  3776.1    2.0        842       8192   44.0     67.3
  3777.9    1.0        842       8192   44.0     67.5
  3779.6    1.0        842       8192   44.0     67.3
  3781.4    3.0        842       8192   44.0     67.5
  3783.1    3.0        842       8192   44.0     67.3
  3784.9    2.0        842       8192   44.0     67.3
  3786.6    1.0        842       8192   44.0     67.3
  3788.4    2.0        842       8192   44.0     67.5
  3790.1    2.0        842       8192   44.0     67.5
  3791.9    1.0        842       8192   44.0     67.2
  3793.6    0.0        842       8192   44.0     67.2
  3795.3    2.0        842       8192   44.0     67.6
  3797.1    2.0        842       8192   44.0     67.4
  3798.8    2.0        842       8192   44.0     67.6
  3800.6    2.0        842       8192   44.0     67.6
  3802.3    1.0        842       8192   44.0     67.4
  3804.1    0.0        842       8192   44.0     67.5
  3805.8    3.0        842       8192   44.0     67.9
  3807.7    2.0        842       8192   44.0     67.9
  3809.4    1.0        842       8192   44.0     67.5
  3811.1    2.0        842       8192   44.0     67.4
  3812.9    1.0        842       8192   44.0     67.5
  3814.5    1.0        842       8192   44.0     67.6
  3816.3    1.0        842       8192   44.0     67.6
  3818.1    0.0        842       8192   44.0     67.3
  3819.8    0.0        842       8192   44.0     67.5
  3821.4    1.0        842       8192   44.0     67.7
  3823.1    1.0        842       8192   44.0     67.5
  3824.9    1.0        842       8192   44.0     67.1
  3826.6    1.0        842       8192   44.0     67.1
  3828.4    1.0        842       8192   44.0     67.0
  3830.1    1.0        842       8192   44.0     66.8
  3831.9    1.0        842       8192   44.0     67.0
  3833.6    1.0        842       8192   44.0     67.0
  3835.3    2.0        842       8192   44.0     66.9
  3837.1    1.0        842       8192   44.0     67.2
  3838.8    1.0        842       8192   44.0     66.9
  3840.5    1.0        842       8192   44.0     67.0
  3842.3    0.0        842       8192   44.0     66.9
  3844.1    3.0        845       8192   45.0     67.3
  3845.8    1.0        845       8192   45.0     67.0
  3847.5    0.0        845       8192   45.0     67.3
  3849.3    2.0        824       8192   45.0     67.2
  3851.1    1.0        835       8192   45.0     67.4
  3852.8    1.0        834       8192   45.0     67.3
  3854.5    1.0        834       8192   45.0     67.3
  3856.2    1.0        834       8192   45.0     67.5
  3858.0    1.0        834       8192   45.0     67.8
  3859.7    1.0        834       8192   46.0     67.8
  3861.4    1.0        834       8192   46.0     67.6
  3863.2    0.0        834       8192   46.0     67.9
  3864.9    1.0        834       8192   46.0     68.2
  3866.6    1.0        834       8192   46.0     68.3
  3868.4    1.0        834       8192   46.0     68.4
  3870.2    2.0        834       8192   46.0     68.3
  3871.9    2.0        834       8192   45.0     68.3
  3873.7    1.0        834       8192   45.0     68.1
  3875.4    1.0        834       8192   45.0     68.4
  3877.1    1.0        834       8192   45.0     68.2
  3878.8    2.0        834       8192   45.0     67.9
  3880.5    1.0        834       8192   45.0     68.0
  3882.2    0.0        834       8192   45.0     67.8
  3884.0    1.0        834       8192   45.0     67.9
  3885.6    1.0        834       8192   45.0     67.8
  3887.3    1.0        834       8192   45.0     67.8
  3889.1    1.0        834       8192   45.0     67.7
  3890.8    0.0        834       8192   45.0     67.5
  3892.5    0.0        834       8192   45.0     67.5
  3894.3    0.0        834       8192   44.0     67.5
  3896.0    1.0        834       8192   45.0     67.9
  3897.7    1.0        834       8192   44.0     67.6
  3899.4    0.0        834       8192   44.0     67.6
  3901.2    1.0        834       8192   44.0     67.7
  3902.9    0.0        834       8192   44.0     67.5
  3904.7    0.0        834       8192   44.0     67.6
  3906.4    1.0        834       8192   44.0     67.8
  3908.2    0.0        834       8192   44.0     67.5
  3909.9    0.0        834       8192   44.0     67.5
  3911.6    0.0        834       8192   44.0     67.6
  3913.4    0.0        834       8192   44.0     67.6
  3915.1    0.0        834       8192   44.0     67.6
  3916.9    0.0        834       8192   44.0     67.6
  3918.6    1.0        834       8192   44.0     67.6
  3920.4    1.0        834       8192   44.0     67.7
  3922.2    1.0        834       8192   44.0     67.7
  3924.0    0.0        834       8192   44.0     67.6
  3925.7    0.0        834       8192   44.0     67.6
  3927.5    1.0        834       8192   44.0     67.5
  3929.2    0.0        834       8192   44.0     67.5
  3931.0    1.0        834       8192   44.0     67.4
  3932.7    1.0        834       8192   44.0     67.4
  3934.5    1.0        834       8192   44.0     67.1
  3936.2    0.0        834       8192   44.0     66.9
  3938.0    0.0        834       8192   44.0     67.0
  3939.8    1.0        834       8192   44.0     66.8
  3941.5    1.0        834       8192   44.0     66.9
  3943.3    1.0        834       8192   44.0     66.7
  3945.0    1.0        834       8192   44.0     67.0
  3946.8    0.0        834       8192   44.0     66.8
  3948.6    0.0        834       8192   44.0     66.8
  3950.3    1.0        834       8192   44.0     66.8
  3952.1    0.0        834       8192   44.0     66.9
  3953.9    1.0        834       8192   44.0     66.9
  3955.6    0.0        834       8192   44.0     66.8
  3957.3    0.0        834       8192   45.0     67.0
  3959.1    0.0        834       8192   45.0     66.8
  3960.9    0.0        834       8192   45.0     66.8
  3962.6    0.0        834       8192   45.0     66.8
  3964.4    1.0        834       8192   45.0     66.8
  3966.2    0.0        834       8192   45.0     66.9
  3967.9    0.0        834       8192   45.0     66.9
  3969.8    1.0        834       8192   45.0     66.9
  3971.7    4.0        841       8192   45.0     67.1
  3973.5    0.0        841       8192   45.0     66.7
  3975.3    0.0        836       8192   45.0     67.5
  3977.1    1.0        834       8192   45.0     67.7
  3978.8    0.0        834       8192   45.0     67.3
  3980.6    0.0        834       8192   45.0     67.9
  3982.3    0.0        834       8192   45.0     67.7
  3984.1    0.0        834       8192   45.0     67.9
  3985.9    3.0        834       8192   45.0     68.1
  3987.6    0.0        834       8192   45.0     68.0
  3989.5    0.0        834       8192   45.0     67.7
  3991.4    0.0        841       8192   45.0     67.6
  3993.2    3.0        841       8192   45.0     68.0
  3995.1    2.0        841       8192   45.0     67.7
  3996.9    3.0        841       8192   45.0     68.0
  3998.8    3.0        841       8192   45.0     67.8
  4000.6    3.0        841       8192   44.0     67.6
  4002.5    3.0        841       8192   44.0     68.0
  4004.4    4.0        841       8192   44.0     67.7
  4006.2    3.0        841       8192   44.0     67.7
  4008.1    3.0        841       8192   44.0     67.9
  4010.0    3.0        841       8192   44.0     68.0
  4011.9    2.0        841       8192   44.0     67.1
  4013.7    2.0        836       8192   44.0     67.4
  4015.5    3.0        841       8192   44.0     67.4
  4017.3    3.0        841       8192   44.0     67.2
  4019.2    3.0        841       8192   44.0     67.4
  4021.1    2.0        841       8192   44.0     67.8
  4022.9    3.0        841       8192   44.0     67.7
  4024.8    2.0        841       8192   44.0     67.7
  4026.6    3.0        841       8192   44.0     67.6
  4028.5    3.0        841       8192   44.0     67.7
  4030.3    2.0        841       8192   44.0     67.5
  4032.2    3.0        841       8192   44.0     67.4
  4034.1    3.0        841       8192   44.0     67.2
  4036.0    3.0        841       8192   44.0     67.1
  4037.8    3.0        841       8192   44.0     67.2
  4039.7    3.0        841       8192   44.0     67.1
  4041.5    3.0        841       8192   44.0     67.0
  4043.4    3.0        841       8192   44.0     67.1
  4045.3    3.0        841       8192   44.0     67.0
  4047.2    3.0        841       8192   44.0     67.0
  4049.1    4.0        841       8192   44.0     67.2
  4050.9    3.0        837       8192   45.0     67.2
  4052.8    2.0        841       8192   45.0     67.1
  4054.6    3.0        841       8192   45.0     67.1
  4056.5    0.0        841       8192   45.0     67.2
  4058.4    3.0        841       8192   45.0     67.4
  4060.2    3.0        841       8192   45.0     67.2
  4062.1    4.0        837       8192   45.0     67.5
  4063.9    0.0        836       8192   45.0     67.1
  4065.7    0.0        834       8192   45.0     67.3
  4067.4    0.0        834       8192   45.0     67.3
  4069.1    1.0        834       8192   45.0     67.4
  4070.9    0.0        834       8192   45.0     67.8
  4072.7    0.0        834       8192   45.0     67.7
  4074.4    0.0        834       8192   45.0     67.7
  4076.3    3.0        834       8192   45.0     68.2
  4078.0    0.0        834       8192   45.0     68.4
  4079.7    0.0        834       8192   45.0     68.1
  4081.4    0.0        834       8192   45.0     68.2
  4083.1    1.0        834       8192   45.0     68.0
  4084.9    1.0        834       8192   45.0     67.9
  4086.5    1.0        834       8192   45.0     68.0
  4088.3    0.0        834       8192   45.0     68.0
  4090.0    0.0        834       8192   45.0     67.9
  4091.7    1.0        834       8192   45.0     67.7
  4093.5    2.0        834       8192   45.0     68.1
  4095.1    0.0        834       8192   45.0     68.0
  4096.9    1.0        834       8192   45.0     67.9
  4098.6    0.0        834       8192   45.0     67.9
  4100.3    0.0        834       8192   45.0     68.0
  4102.0    1.0        834       8192   45.0     68.1
  4103.8    0.0        834       8192   45.0     67.8
  4105.5    0.0        834       8192   44.0     67.9
  4107.2    0.0        834       8192   44.0     67.8
  4109.0    1.0        834       8192   44.0     67.9
  4110.7    0.0        834       8192   44.0     67.7
  4112.4    0.0        834       8192   44.0     67.9
  4114.1    0.0        834       8192   44.0     67.8
  4115.8    1.0        834       8192   44.0     67.9
  4117.5    1.0        834       8192   44.0     67.9
  4119.3    2.0        834       8192   44.0     68.0
  4121.1    2.0        834       8192   44.0     68.0
  4122.9    1.0        834       8192   44.0     68.2
  4124.6    1.0        834       8192   44.0     68.0
  4126.4    2.0        834       8192   44.0     68.0
  4128.1    1.0        835       8192   44.0     67.9
  4130.0    3.0        842       8192   44.0     68.2
  4131.9    3.0        853       8192   44.0     68.1
  4133.8    3.0        845       8192   44.0     68.2
  4135.7    4.0        846       8192   44.0     68.1
  4137.6    3.0        844       8192   44.0     68.1
  4139.5    4.0        844       8192   44.0     68.2
  4141.4    3.0        844       8192   44.0     68.2
  4143.3    2.0        831       8192   44.0     68.3
  4145.2    2.0        831       8192   44.0     68.1
  4147.0    0.0        827       8192   44.0     68.0
  4148.8    1.0        827       8192   44.0     67.7
  4150.5    0.0        828       8192   44.0     67.8
  4152.3    1.0        830       8192   44.0     67.8
  4154.1    3.0        831       8192   44.0     67.7
  4155.8    3.0        831       8192   44.0     67.7
  4157.6    3.0        831       8192   44.0     67.6
  4159.4    2.0        832       8192   44.0     67.9
  4161.2    0.0        832       8192   44.0     67.0
  4163.0    1.0        832       8192   44.0     67.5
  4164.7    1.0        832       8192   44.0     67.2
  4166.4    1.0        832       8192   44.0     67.4
  4168.1    1.0        832       8192   44.0     66.8
  4169.9    1.0        832       8192   45.0     67.2
  4171.6    3.0        832       8192   45.0     66.9
  4173.3    1.0        832       8192   45.0     67.3
  4175.0    0.0        832       8192   45.0     66.8
  4176.8    2.0        832       8192   45.0     67.3
  4178.5    0.0        832       8192   45.0     67.1
  4180.2    1.0        832       8192   45.0     67.8
  4181.9    0.0        832       8192   45.0     67.7
  4183.6    1.0        832       8192   45.0     67.7
  4185.3    1.0        832       8192   45.0     67.6
  4187.1    2.0        832       8192   45.0     68.0
  4188.8    0.0        832       8192   45.0     67.9
  4190.5    1.0        832       8192   45.0     68.2
  4192.2    1.0        831       8192   45.0     68.4
  4194.0    2.0        831       8192   45.0     68.4
  4195.7    1.0        831       8192   45.0     68.4
  4197.4    0.0        831       8192   45.0     68.1
  4199.1    0.0        831       8192   45.0     68.0
  4200.8    1.0        831       8192   45.0     68.2
  4202.5    1.0        831       8192   45.0     68.2
  4204.2    1.0        831       8192   45.0     68.2
  4205.9    1.0        831       8192   45.0     68.4
  4207.6    1.0        831       8192   45.0     68.2
  4209.3    1.0        831       8192   45.0     68.2
  4211.1    1.0        831       8192   45.0     68.2
  4212.8    1.0        831       8192   45.0     68.3
  4214.5    1.0        835       8192   45.0     68.5
  4216.2    1.0        835       8192   45.0     68.2
  4218.0    1.0        835       8192   45.0     68.2
  4219.6    2.0        835       8192   45.0     68.2
  4221.4    2.0        841       8192   45.0     68.3
  4223.2    1.0        854       8192   45.0     68.2
  4225.0    0.0        842       8192   45.0     68.1
  4226.8    4.0        837       8192   45.0     68.5
  4228.6    3.0        837       8192   45.0     68.6
  4230.5    3.0        835       8192   45.0     68.7
  4232.2    0.0        830       8192   45.0     68.0
  4234.0    0.0        831       8192   45.0     68.1
  4235.8    0.0        827       8192   45.0     68.3
  4237.5    0.0        827       8192   45.0     68.2
  4239.3    3.0        842       8192   45.0     68.4
  4241.0    1.0        840       8192   45.0     68.2
  4242.8    1.0        840       8192   45.0     68.2
  4244.5    1.0        840       8192   45.0     68.2
  4246.2    0.0        840       8192   45.0     68.0
  4248.0    1.0        840       8192   45.0     68.1
  4249.8    1.0        840       8192   45.0     68.1
  4251.5    1.0        840       8192   45.0     68.1
  4253.3    1.0        840       8192   45.0     68.0
  4255.1    1.0        841       8192   45.0     68.2
  4256.8    0.0        841       8192   45.0     68.1
  4258.6    1.0        841       8192   45.0     68.1
  4260.3    1.0        841       8192   45.0     68.2
  4262.1    1.0        841       8192   45.0     68.1
  4263.9    1.0        841       8192   45.0     68.0
  4265.6    0.0        841       8192   44.0     67.9
  4267.4    0.0        841       8192   45.0     67.7
  4269.2    1.0        841       8192   45.0     67.7
  4271.0    0.0        841       8192   44.0     67.8
  4272.7    0.0        841       8192   45.0     67.8
  4274.4    0.0        841       8192   44.0     67.8
  4276.2    1.0        841       8192   44.0     67.9
  4278.1    2.0        841       8192   45.0     68.1
  4279.8    1.0        841       8192   45.0     68.0
  4281.6    1.0        841       8192   44.0     67.9
  4283.5    3.0        839       8192   44.0     67.7
  4285.4    3.0        839       8192   44.0     67.6
  4287.1    3.0        839       8192   44.0     67.5
  4289.0    2.0        839       8192   44.0     67.5
  4290.8    3.0        839       8192   44.0     67.3
  4292.6    2.0        839       8192   44.0     67.0
  4294.3    3.0        839       8192   44.0     67.2
  4296.2    2.0        839       8192   44.0     67.4
  4298.0    2.0        839       8192   44.0     67.2
  4299.8    3.0        839       8192   44.0     67.2
  4301.6    2.0        839       8192   44.0     67.1
  4303.4    0.0        834       8192   44.0     67.0
  4305.1    0.0        834       8192   44.0     67.2
  4306.9    0.0        832       8192   44.0     67.9
  4308.6    0.0        832       8192   44.0     67.9
  4310.4    0.0        832       8192   44.0     67.6
  4312.1    0.0        832       8192   44.0     67.8
  4313.9    0.0        832       8192   44.0     67.5
  4315.6    0.0        832       8192   44.0     67.6
  4317.4    0.0        832       8192   44.0     67.8
  4319.2    1.0        832       8192   44.0     67.7
  4320.9    0.0        832       8192   44.0     67.8
  4322.6    0.0        832       8192   44.0     67.6
  4324.4    0.0        832       8192   44.0     67.6
  4326.1    1.0        832       8192   44.0     67.8
  4327.8    0.0        832       8192   44.0     67.7
  4329.6    0.0        832       8192   44.0     67.8
  4331.3    0.0        832       8192   44.0     67.6
  4333.1    0.0        832       8192   44.0     67.5
  4334.8    2.0        832       8192   44.0     67.5
  4336.6    0.0        832       8192   44.0     67.4
  4338.4    0.0        832       8192   44.0     67.1
  4340.1    0.0        832       8192   44.0     66.6
  4341.9    0.0        832       8192   44.0     66.5
  4343.6    0.0        832       8192   44.0     66.6
  4345.4    0.0        832       8192   44.0     66.5
  4347.2    0.0        844       8192   44.0     67.2
  4349.0    3.0        844       8192   44.0     67.3
  4350.8    0.0        868       8192   44.0     67.3
  4352.6    3.0        867       8192   44.0     67.1
  4354.4    1.0        933       8192   45.0     67.0
  4356.2    0.0        932       8192   44.0     66.7
  4358.0    0.0        931       8192   45.0     66.8
  4359.8    0.0        931       8192   45.0     66.7
  4361.4    0.0        931       8192   45.0     66.8
  4363.2    0.0        938       8192   45.0     66.8
  4364.9    0.0        938       8192   45.0     66.8
  4366.6    0.0        938       8192   45.0     67.0
  4368.4    0.0        938       8192   45.0     67.4
  4370.1    0.0        938       8192   45.0     67.6
  4371.8    1.0        938       8192   45.0     67.5
  4373.5    0.0        938       8192   45.0     67.4
  4375.3    0.0        938       8192   45.0     67.7
  4377.0    0.0        938       8192   45.0     67.8
  4378.8    0.0        936       8192   45.0     67.7
  4380.5    0.0        936       8192   45.0     67.8
  4382.2    0.0        930       8192   45.0     67.7
  4384.0    0.0        930       8192   45.0     68.1
  4385.7    0.0        930       8192   45.0     67.9
  4387.5    0.0        930       8192   45.0     67.9
  4389.2    0.0        930       8192   45.0     68.0
  4391.0    0.0        930       8192   45.0     67.8
  4392.8    2.0        930       8192   45.0     68.1
  4394.5    0.0        930       8192   44.0     67.7
  4396.3    0.0        930       8192   44.0     67.8
  4398.0    0.0        930       8192   44.0     67.9
  4399.7    1.0        930       8192   44.0     67.9
  4401.5    0.0        930       8192   44.0     67.8
  4403.3    0.0        930       8192   44.0     67.7
  4405.0    0.0        930       8192   44.0     67.8
  4406.8    0.0        930       8192   44.0     67.6
  4408.5    1.0        929       8192   44.0     67.6
  4410.7    4.0        929       8192   44.0     66.8
  4412.4    0.0        919       8192   44.0     66.7
  4414.2    2.0        919       8192   44.0     66.6
  4416.0    1.0        919       8192   44.0     66.5
  4417.7    2.0        919       8192   44.0     66.9
  4419.4    0.0        919       8192   44.0     66.0
  4421.2    3.0        919       8192   44.0     66.5
  4422.9    1.0        919       8192   44.0     66.5
  4424.6    1.0        919       8192   44.0     66.5
  4426.4    1.0        919       8192   44.0     66.7
  4428.1    0.0        919       8192   44.0     67.2
  4429.9    1.0        919       8192   44.0     66.6
  4431.6    1.0        919       8192   44.0     66.7
  4433.4    1.0        919       8192   44.0     67.2
  4435.1    1.0        919       8192   44.0     66.8
  4436.9    2.0        919       8192   44.0     67.1
  4438.6    1.0        919       8192   44.0     66.9
  4440.3    1.0        919       8192   45.0     66.7
  4442.0    0.0        919       8192   45.0     66.9
  4443.8    2.0        919       8192   45.0     67.3
  4445.5    2.0        919       8192   45.0     67.3
  4447.3    1.0        919       8192   45.0     67.5
  4449.0    1.0        919       8192   45.0     67.3
  4450.7    2.0        919       8192   45.0     67.5
  4452.4    0.0        919       8192   45.0     67.2
  4454.2    1.0        919       8192   45.0     67.7
  4455.9    0.0        919       8192   45.0     67.4
  4457.5    1.0        919       8192   45.0     67.5
  4459.3    1.0        919       8192   45.0     67.8
  4461.2    1.0        919       8192   45.0     67.7
  4462.9    0.0        919       8192   45.0     67.7
  4464.6    1.0        919       8192   45.0     67.8
  4466.4    1.0        919       8192   45.0     67.9
  4468.1    0.0        919       8192   45.0     68.1
  4469.8    1.0        919       8192   45.0     68.3
  4471.5    1.0        919       8192   45.0     68.0
  4473.2    2.0        919       8192   45.0     68.0
  4475.0    1.0        919       8192   45.0     68.4
  4476.7    1.0        919       8192   44.0     68.1
  4478.4    1.0        919       8192   44.0     68.1
  4480.1    0.0        919       8192   44.0     67.9
  4481.9    2.0        919       8192   44.0     68.2
  4483.6    0.0        919       8192   44.0     68.1
  4485.3    1.0        919       8192   44.0     67.9
  4487.0    2.0        919       8192   44.0     68.0
  4488.8    1.0        919       8192   44.0     67.9
  4490.4    2.0        919       8192   44.0     68.1
  4492.1    0.0        919       8192   44.0     67.6
  4493.8    1.0        919       8192   44.0     67.7
  4495.5    1.0        919       8192   44.0     67.7
  4497.3    1.0        919       8192   44.0     67.7
  4498.9    1.0        915       8192   44.0     67.4
  4500.7    1.0        910       8192   44.0     67.3
  4502.4    0.0        910       8192   44.0     67.2
  4504.1    2.0        910       8192   44.0     67.3
  4505.9    1.0        910       8192   44.0     67.1
  4507.5    1.0        910       8192   44.0     67.0
  4509.2    2.0        910       8192   44.0     67.3
  4511.0    2.0        910       8192   44.0     66.3
  4512.7    0.0        910       8192   44.0     66.9
  4514.4    0.0        910       8192   44.0     67.0
  4516.2    0.0        910       8192   44.0     67.1
  4517.9    1.0        910       8192   45.0     67.2
  4519.6    1.0        910       8192   45.0     67.2
  4521.3    0.0        910       8192   45.0     67.3
  4523.0    1.0        910       8192   45.0     67.2
  4524.8    2.0        906       8192   45.0     67.4
  4526.5    1.0        902       8192   45.0     67.6
  4528.2    2.0        902       8192   45.0     67.7
  4530.0    2.0        900       8192   45.0     67.5
  4531.7    0.0        900       8192   45.0     67.6
  4533.4    1.0        900       8192   45.0     67.6
  4535.1    1.0        896       8192   45.0     67.8
  4536.9    0.0        896       8192   45.0     68.0
  4538.6    2.0        896       8192   45.0     68.2
  4540.3    2.0        896       8192   45.0     68.2
  4542.0    1.0        896       8192   45.0     68.1
  4543.8    0.0        896       8192   45.0     68.3
  4545.5    1.0        896       8192   45.0     68.5
  4547.2    1.0        896       8192   45.0     68.1
  4548.9    1.0        896       8192   45.0     68.3
  4550.6    0.0        896       8192   45.0     68.2
  4552.4    1.0        896       8192   45.0     68.4
  4554.2    1.0        896       8192   45.0     68.2
  4555.9    1.0        896       8192   45.0     68.2
  4557.6    2.0        896       8192   45.0     68.2
  4559.4    1.0        896       8192   45.0     68.1
  4561.1    2.0        896       8192   45.0     68.1
  4562.9    1.0        896       8192   44.0     68.1
  4564.6    1.0        896       8192   44.0     68.1
  4566.3    0.0        896       8192   44.0     68.1
  4568.1    1.0        896       8192   44.0     68.1
  4569.8    1.0        896       8192   44.0     67.9
  4571.5    1.0        896       8192   44.0     67.8
  4573.2    1.0        896       8192   44.0     68.0
  4574.9    1.0        896       8192   44.0     68.0
  4576.6    1.0        896       8192   44.0     68.0
  4578.4    0.0        896       8192   44.0     67.8
  4580.1    0.0        896       8192   44.0     67.9
  4581.9    0.0        896       8192   44.0     67.8
  4583.6    0.0        896       8192   44.0     67.9
  4585.4    0.0        896       8192   44.0     67.6
  4587.2    0.0        896       8192   44.0     67.6
  4588.9    1.0        896       8192   44.0     67.7
  4590.6    0.0        896       8192   44.0     67.5
  4592.3    0.0        896       8192   44.0     67.5
  4594.1    0.0        896       8192   44.0     67.2
  4595.8    1.0        896       8192   44.0     67.3
  4597.4    1.0        896       8192   44.0     67.2
  4599.2    1.0        896       8192   44.0     66.9
  4600.9    1.0        896       8192   44.0     67.1
  4602.6    2.0        896       8192   44.0     67.0
  4604.3    1.0        896       8192   44.0     67.0
  4606.1    1.0        896       8192   44.0     67.0
  4607.9    1.0        896       8192   44.0     67.2
  4609.5    1.0        896       8192   44.0     67.0
  4611.3    2.0        896       8192   45.0     67.1
  4613.1    0.0        896       8192   45.0     67.0
  4614.8    0.0        896       8192   45.0     67.2
  4616.5    1.0        896       8192   45.0     67.1
  4618.2    1.0        896       8192   45.0     67.3
  4619.9    1.0        896       8192   45.0     67.3
  4621.6    2.0        896       8192   45.0     67.4
  4623.3    1.0        896       8192   45.0     67.5
  4625.0    1.0        896       8192   45.0     67.6
  4626.7    0.0        896       8192   45.0     67.5
  4628.4    0.0        896       8192   45.0     67.5
  4630.1    2.0        896       8192   45.0     68.0
  4631.8    1.0        896       8192   45.0     68.0
  4634.0    1.0        896       8192   45.0     68.0
  4635.7    1.0        896       8192   45.0     68.3
  4637.4    1.0        896       8192   45.0     68.2
  4639.2    1.0        896       8192   45.0     68.3
  4641.0    0.0        896       8192   45.0     68.2
  4642.7    1.0        896       8192   45.0     68.2
  4644.5    1.0        896       8192   45.0     68.1
  4646.3    1.0        896       8192   45.0     68.4
  4648.0    1.0        896       8192   45.0     68.2
  4649.7    1.0        896       8192   45.0     68.3
  4651.4    1.0        894       8192   45.0     68.3
  4653.2    1.0        894       8192   45.0     68.3
  4654.9    1.0        894       8192   45.0     68.2
  4656.6    1.0        894       8192   45.0     68.2
  4658.3    1.0        894       8192   45.0     68.2
  4660.1    0.0        894       8192   45.0     68.1
  4661.9    1.0        894       8192   45.0     67.9
  4663.6    0.0        894       8192   45.0     68.1
  4665.4    1.0        894       8192   45.0     68.3
  4667.1    1.0        894       8192   45.0     68.1
  4668.9    1.0        894       8192   45.0     68.0
  4670.7    2.0        894       8192   45.0     68.1
  4672.4    0.0        894       8192   44.0     68.1
  4674.2    1.0        894       8192   44.0     68.2
  4676.0    1.0        894       8192   44.0     68.2
  4677.8    1.0        894       8192   44.0     68.2
  4679.5    1.0        894       8192   44.0     68.2
  4681.3    2.0        894       8192   44.0     68.1
  4683.0    1.0        894       8192   44.0     68.0
  4684.7    1.0        893       8192   44.0     68.0
  4686.4    1.0        893       8192   44.0     68.1
  4688.1    0.0        893       8192   44.0     68.0
  4689.9    1.0        893       8192   44.0     68.2
  4691.5    1.0        893       8192   44.0     68.0
  4693.2    1.0        893       8192   44.0     68.0
  4695.0    1.0        893       8192   44.0     68.1
  4696.7    1.0        893       8192   44.0     68.1
  4698.4    0.0        893       8192   44.0     68.1
  4700.1    1.0        893       8192   44.0     68.1
  4701.9    1.0        893       8192   44.0     68.0
  4703.5    1.0        893       8192   44.0     68.0
  4705.3    0.0        893       8192   44.0     68.0
  4707.0    1.0        893       8192   44.0     68.0
  4708.8    1.0        893       8192   44.0     68.0
  4710.4    1.0        893       8192   44.0     68.1
  4712.2    1.0        892       8192   44.0     68.1
  4713.9    2.0        892       8192   44.0     68.1
  4715.6    1.0        892       8192   44.0     67.9
  4717.3    1.0        892       8192   44.0     68.0
  4719.0    1.0        892       8192   44.0     68.0
  4720.8    1.0        892       8192   44.0     68.0
  4722.5    2.0        892       8192   44.0     68.0
  4724.6    1.0        892       8192   44.0     68.0
  4726.7    1.0        892       8192   44.0     68.1
  4728.7    1.0        892       8192   44.0     67.9
  4730.8    1.0        892       8192   44.0     67.9
  4732.8    1.0        892       8192   44.0     67.8
  4734.9    1.0        892       8192   44.0     67.8
  4736.7    1.0        892       8192   44.0     67.7
  4738.7    1.0        892       8192   44.0     67.5
  4740.4    1.0        892       8192   44.0     67.4
  4742.2    1.0        892       8192   45.0     67.6
  4744.0    1.0        892       8192   45.0     67.5
  4745.8    1.0        892       8192   45.0     67.8
  4747.5    1.0        892       8192   45.0     67.6
  4749.2    1.0        892       8192   45.0     67.7
  4751.0    1.0        892       8192   45.0     67.8
  4752.7    0.0        892       8192   45.0     67.8
  4754.4    1.0        892       8192   45.0     67.8
  4756.1    1.0        892       8192   45.0     67.9
  4757.9    1.0        892       8192   45.0     68.0
  4759.5    0.0        892       8192   45.0     68.0
  4761.4    1.0        892       8192   45.0     68.1
  4763.1    1.0        892       8192   45.0     68.3
  4764.8    1.0        892       8192   45.0     68.2
  4766.5    1.0        892       8192   45.0     68.2
  4768.3    1.0        892       8192   45.0     68.2
  4770.0    0.0        892       8192   45.0     68.2
  4771.7    1.0        892       8192   45.0     68.2
  4773.4    1.0        892       8192   45.0     68.1
  4775.2    2.0        892       8192   45.0     68.1
  4777.0    0.0        892       8192   45.0     68.1
  4778.8    1.0        892       8192   45.0     68.2
  4780.5    1.0        892       8192   45.0     68.1
  4782.2    1.0        892       8192   45.0     68.3
  4783.9    1.0        892       8192   45.0     68.1
  4785.6    1.0        892       8192   45.0     68.3
  4787.4    1.0        892       8192   45.0     68.3
